grid,peak,average
1,54.125,53.689516129032256
2,60.7031,60.39312580645158
3,63.3906,63.10330967741932
4,68.3594,68.04889677419358
5,64.5469,64.3281419354839
6,64.7812,64.65320645161289
7,64.3594,64.13610000000003
8,64.5625,64.2893129032258
9,63.4219,63.29791612903229
10,63.0781,63.078099999999964
11,64.4688,64.28581935483875
12,67.9062,67.89764516129028
13,68.25,68.25
14,68.2969,68.29690000000002
15,68.2969,68.29690000000002
16,68.9844,68.62300645161295
17,68.375,68.32511290322581
18,68.2031,67.9102516129032
19,67.8438,67.6341096774194
20,67.9219,67.44708387096777
21,66.2031,66.09374193548383
22,66.8281,65.81651290322579
23,63.7969,63.65576451612907
24,63.0312,63.0150967741935
25,64.5156,64.31098064516127
26,63.7656,63.70210322580642
27,64.0312,63.91229677419353
28,64.3438,64.23894838709683
29,67.8125,67.7883193548387
30,68.2344,64.44205161290326
31,67.8906,67.81852903225804
32,67.9219,66.75204516129035
33,65.75,65.07813225806453
34,65.3594,58.81503870967744
35,62.5312,62.31195483870963
36,63.4688,63.23237741935488
37,64.2812,64.19756129032257
38,64.5781,64.33818387096771
39,65.2031,62.4142967741935
40,56.5156,56.22882580645161
41,64.9219,64.19810000000001
42,64.4531,64.321564516129
43,64.1719,64.00655806451616
44,64.5938,64.35537419354843
45,64.8438,64.3775419354839
46,67.7031,67.20461935483868
47,67.2031,66.98436451612902
48,67.4531,65.12899999999996
49,62.2969,61.68297096774196
50,64.4531,63.87246129032257
