grid,peak,average
1,76.9,74.27837837837842
2,97.5,95.33513513513512
3,100.7,90.27567567567569
4,103.1,90.59729729729723
5,108.8,86.02162162162168
6,107.0,92.00270270270265
7,105.2,81.56486486486482
8,107.5,106.35675675675667
9,106.8,98.02162162162169
10,106.1,99.21351351351353
11,101.6,99.354054054054
12,108.5,106.63513513513519
13,109.8,108.21081081081088
14,112.9,111.79189189189195
15,112.8,111.63513513513522
16,111.8,93.22432432432429
17,106.6,104.99459459459453
18,106.9,104.19729729729734
19,101.5,98.64594594594588
20,102.1,98.15945945945943
21,111.3,108.8405405405406
22,112.4,85.3432432432433
23,107.5,93.82432432432428
24,105.4,92.0405405405406
25,103.2,90.97837837837841
26,101.8,96.23783783783789
27,99.3,97.07567567567573
28,104.8,102.7216216216217
29,98.8,60.42972972972973
30,100.5,41.88918918918924
31,88.8,50.113513513513475
32,88.6,44.03783783783781
33,94.8,48.32162162162159
34,91.2,50.921621621621625
35,90.8,54.01081081081078
36,89.1,51.897297297297314
37,88.5,46.79459459459462
38,86.5,48.086486486486464
39,95.9,48.051351351351315
40,97.0,56.34054054054059
41,92.8,53.94324324324327
42,95.4,61.681081081081075
43,94.2,46.967567567567535
44,92.5,60.48918918918915
45,93.3,50.87027027027027
46,87.8,35.88378378378376
47,85.1,61.22432432432433
48,89.9,79.00810810810812
49,92.5,51.35675675675672
50,93.7,57.24054054054058
