grid_number,runtime
1,0.8642650000000001
2,0.18081100000000028
3,0.19243999999999994
4,0.2964470000000001
5,0.18682500000000024
6,0.19210999999999956
7,0.3072089999999994
8,0.18415900000000018
9,0.23766400000000054
10,0.1903820000000005
11,0.24924400000000002
12,0.1574030000000004
13,0.20729599999999948
14,0.2976989999999997
15,0.2868269999999997
16,0.2401990000000005
17,0.25721300000000014
18,0.22025900000000043
19,0.19812499999999922
20,0.2812929999999998
21,0.1565449999999995
22,0.16617399999999982
23,0.16385499999999986
24,0.3205600000000004
25,0.2731110000000001
26,0.17503899999999994
27,0.20473699999999972
28,0.16186899999999937
29,0.22532499999999978
30,0.3101680000000009
31,0.1999499999999994
32,0.23217700000000008
33,0.20922400000000074
34,0.2526190000000028
35,0.30195799999999906
36,0.21889400000000236
37,0.2443179999999998
38,0.16097899999999754
39,0.2576100000000032
40,0.28381399999999957
41,0.22223100000000073
42,0.2941590000000005
43,0.1724180000000004
44,0.32505000000000095
45,0.24456599999999895
46,0.2527690000000007
47,0.25304599999999766
48,0.1845870000000005
49,0.2305930000000025
50,0.18726899999999702
