grid_number,runtime
1,0.5041140000000002
2,0.19079800000000002
3,0.2718360000000004
4,0.19546900000000011
5,0.26855699999999993
6,0.3468
7,0.31592100000000034
8,0.29769999999999985
9,0.2985110000000004
10,0.3880379999999999
11,0.21587599999999973
12,0.2037279999999999
13,0.20392899999999958
14,0.35231299999999965
15,0.2362579999999994
16,0.29771300000000167
17,0.4066010000000002
18,0.3170710000000003
19,0.39829700000000123
20,0.21565499999999993
21,0.2880059999999993
22,0.22534300000000052
23,0.3184269999999998
24,0.2967600000000008
25,0.37250099999999975
26,0.36224600000000073
27,0.1885779999999997
28,0.38412199999999963
29,0.3362400000000001
30,0.20211999999999897
31,0.3141040000000004
32,0.2872760000000021
33,0.20700100000000177
34,0.3644399999999983
35,0.40206699999999884
36,0.39010299999999987
37,0.40183099999999783
38,0.24489600000000067
39,0.268815
40,0.3267029999999984
41,0.19108699999999956
42,0.37146999999999863
43,0.1798649999999995
44,0.3536849999999987
45,0.35488699999999795
46,0.32775099999999924
47,0.270150000000001
48,0.2914279999999998
49,0.3218439999999987
50,0.3887910000000012
