grid_number,runtime
1,0.875985
2,0.16573499999999974
3,0.18113800000000024
4,0.16908099999999981
5,0.17484600000000006
6,0.18052899999999994
7,0.17201900000000014
8,0.17077299999999962
9,0.1734600000000004
10,0.21018500000000007
11,0.17305400000000049
12,0.17020299999999988
13,0.16879199999999983
14,0.19343800000000044
15,0.1744879999999993
16,0.18835900000000017
17,0.19386999999999954
18,0.189025
19,0.19171200000000077
20,0.17322399999999938
21,0.17678500000000064
22,0.17378099999999996
23,0.17425800000000002
24,0.17486200000000096
25,0.19392900000000068
26,0.19170200000000115
27,0.17053499999999921
28,0.1923830000000013
29,0.19800100000000143
30,0.17244299999999946
31,0.18764600000000087
32,0.17487099999999955
33,0.17101199999999928
34,0.17802899999999866
35,0.19083000000000006
36,0.20677599999999963
37,0.1915969999999998
38,0.1731290000000012
39,0.17562700000000042
40,0.19050599999999918
41,0.1762990000000002
42,0.17760799999999932
43,0.1802419999999998
44,0.1909099999999988
45,0.1947669999999988
46,0.17562799999999967
47,0.1895370000000014
48,0.18895300000000148
49,0.1777070000000016
50,0.1941250000000032
