grid,peak,average
106,106.2,104.63783783783776
107,108.8,108.23783783783792
108,110.6,109.62702702702695
109,110.6,107.12702702702697
110,104.4,100.19729729729735
111,97.0,91.20540540540536
112,59.3,57.37837837837839
113,59.3,47.83783783783781
114,59.5,57.52162162162163
115,65.8,64.30000000000003
116,108.5,106.74324324324324
117,105.5,104.54864864864864
118,105.5,61.07027027027027
119,63.5,61.78378378378378
120,65.7,64.74594594594595
121,100.3,99.27027027027034
122,101.5,98.88918918918924
123,96.5,95.15945945945947
124,93.8,89.64324324324318
125,92.8,90.28918918918926
126,100.2,99.45945945945937
127,101.3,100.35945945945952
128,102.2,101.58378378378372
129,102.2,100.18378378378374
130,99.3,69.84324324324328
131,99.6,98.23513513513508
132,103.3,102.32972972972979
133,109.8,108.10810810810817
134,108.2,107.65945945945938
135,113.0,111.82702702702704
136,113.5,113.47297297297297
137,113.5,80.14864864864865
138,68.9,67.96756756756753
139,68.6,49.55675675675673
140,68.2,65.64324324324325
141,109.3,107.83783783783792
142,112.3,111.42162162162168
143,114.2,113.30540540540534
144,112.4,110.89189189189194
145,110.0,107.05945945945953
146,104.4,103.78648648648648
147,107.9,104.82972972972979
148,75.9,69.53243243243239
149,69.8,52.910810810810844
150,68.2,66.3405405405405
151,98.8,96.60540540540535
152,98.0,81.42702702702707
153,88.8,87.4486486486487
154,88.8,85.43243243243249
155,55.5,54.494594594594574
156,98.9,97.19729729729737
157,101.3,100.68918918918926
158,100.8,99.71891891891896
159,97.0,92.63243243243248
160,73.1,69.83243243243246
161,98.8,94.7378378378379
162,96.9,96.21621621621628
163,100.9,100.00270270270276
164,100.9,83.37027027027031
165,64.8,63.2054054054054
166,100.8,98.60000000000005
167,107.1,105.59459459459454
168,109.7,108.26216216216213
169,111.0,110.26486486486488
170,107.3,97.33783783783777
171,103.4,102.35135135135128
172,97.1,69.30540540540542
173,54.3,53.36756756756755
174,58.5,57.25135135135138
175,61.5,60.68378378378379
176,96.6,95.55135135135129
177,102.1,100.84594594594587
178,104.3,103.78108108108113
179,105.0,96.05135135135134
180,98.9,97.52162162162168
181,104.5,103.97837837837838
182,103.2,102.33513513513506
183,104.1,103.24594594594588
184,107.2,106.39459459459452
185,107.2,100.56216216216224
186,107.6,106.35135135135141
187,106.9,106.33243243243248
188,106.2,105.30810810810813
189,104.8,104.14864864864865
190,102.3,97.89999999999995
191,103.0,101.87297297297305
192,102.8,102.56486486486493
193,102.8,93.54054054054062
194,94.9,93.98918918918925
195,96.7,92.01891891891887
196,106.4,104.45135135135138
197,107.0,105.87027027027027
198,106.9,83.31351351351354
199,64.2,61.74324324324324
200,63.9,63.11621621621623
201,100.9,99.59729729729737
202,100.8,96.75405405405402
203,89.2,87.61891891891887
204,87.7,65.33783783783785
205,67.7,66.0027027027027
206,90.6,80.71351351351356
207,92.9,90.91621621621627
208,93.0,91.13243243243244
209,71.4,53.78378378378382
210,63.0,61.445945945945944
211,95.5,69.79189189189192
212,60.5,57.11621621621621
213,60.2,58.25945945945942
214,60.2,48.41081081081078
215,61.7,60.14324324324325
216,100.2,98.54324324324317
217,100.2,88.29729729729725
218,85.3,67.95675675675676
219,72.4,70.44054054054058
220,70.0,68.24054054054054
221,104.2,84.65135135135134
222,62.2,60.697297297297304
223,62.4,42.14864864864867
224,60.7,59.10810810810812
225,65.7,63.932432432432435
226,103.8,96.87837837837844
227,64.6,62.63513513513509
228,70.9,68.5567567567568
229,62.3,61.018918918918914
230,67.3,65.66486486486488
231,103.7,102.11081081081088
232,98.1,83.13243243243238
233,81.4,59.70540540540544
234,61.8,59.22432432432428
235,58.0,48.502702702702685
236,94.4,83.01891891891887
237,79.2,64.82162162162166
238,70.2,68.27027027027026
239,66.9,65.26756756756757
240,67.5,66.37837837837837
241,98.8,97.02432432432425
242,91.3,87.2432432432432
243,60.4,57.23243243243243
244,58.4,57.002702702702734
245,62.3,61.35675675675675
246,100.6,55.74054054054049
247,66.7,64.23513513513512
248,70.5,69.47027027027026
249,74.6,73.23243243243238
250,79.6,78.3513513513513
