grid,peak,average
1,78.1,68.92702702702701
2,70.1,67.6513513513513
3,60.9,59.81621621621626
4,100.0,97.27567567567569
5,100.9,64.56756756756756
6,63.4,58.391891891891895
7,100.9,85.46486486486491
8,65.6,63.48918918918915
9,67.2,66.56756756756755
10,107.9,96.82702702702703
11,68.4,66.0783783783784
12,71.5,69.96486486486488
13,107.4,95.1972972972973
14,57.4,55.475675675675696
15,66.5,64.3567567567568
16,107.0,106.04594594594586
17,106.2,77.78918918918914
18,73.9,65.20540540540546
19,107.3,105.40810810810818
20,112.3,110.96486486486494
21,115.2,114.41891891891888
22,116.8,115.9351351351352
23,117.0,115.74324324324324
24,117.0,108.67297297297304
25,114.1,112.58108108108104
26,118.1,116.67837837837834
27,116.5,115.23513513513512
28,113.1,111.95675675675672
29,110.7,109.98648648648648
30,111.0,107.98108108108111
31,107.7,102.75675675675681
32,105.5,104.61351351351345
33,106.5,105.42432432432432
34,113.4,110.45675675675679
35,89.7,82.26486486486482
36,80.7,76.64324324324325
37,113.1,112.1486486486486
38,113.0,110.4243243243244
39,105.8,95.5891891891892
40,113.5,111.07837837837837
41,105.5,104.78378378378379
42,109.2,108.19459459459452
43,118.9,117.81891891891895
44,118.9,117.3189189189189
45,117.1,113.52702702702695
46,112.9,88.36486486486491
47,68.0,66.08648648648648
48,71.1,69.96486486486481
49,113.6,111.28648648648642
50,114.3,113.88918918918925
51,118.6,115.89729729729724
52,106.7,103.66756756756752
53,98.9,96.79729729729735
54,98.0,96.72162162162162
55,106.1,105.14864864864859
56,108.2,107.22702702702695
57,101.9,100.90810810810804
58,104.8,103.76756756756765
59,108.5,107.47567567567569
60,107.6,106.4648648648648
61,112.3,109.31891891891898
62,75.6,74.97567567567562
63,78.0,76.98648648648648
64,111.4,110.75945945945952
65,112.8,112.49729729729737
66,114.3,113.91621621621628
67,115.5,92.06486486486493
68,96.4,91.02432432432437
69,87.7,69.82972972972968
70,107.9,106.8432432432433
71,112.8,111.58648648648658
72,113.8,113.50540540540547
73,115.7,114.54324324324315
74,111.2,109.01351351351343
75,110.7,109.20540540540534
76,108.0,106.65945945945946
77,111.9,110.81351351351357
78,110.6,110.5594594594594
79,113.3,105.21621621621621
80,106.9,105.70270270270277
81,111.2,110.05405405405398
82,113.0,110.89189189189194
83,115.6,114.13513513513509
84,114.4,113.9621621621622
85,115.7,112.64594594594601
86,113.5,112.7864864864865
87,113.7,113.42432432432425
88,114.9,114.50540540540545
89,114.6,113.89729729729724
90,114.6,99.80270270270272
91,109.8,100.79459459459463
92,94.8,76.0027027027027
93,75.0,49.29189189189192
94,102.6,100.81891891891887
95,109.6,107.86756756756752
96,109.6,107.47567567567562
97,100.4,99.09189189189195
98,102.8,100.81081081081088
99,95.6,66.41891891891896
100,100.3,99.33513513513522
101,104.5,103.44324324324326
102,106.5,105.6891891891892
103,113.8,112.17837837837847
104,115.8,114.81081081081088
105,118.1,115.74864864864863
106,100.3,98.98918918918928
107,103.8,102.92432432432439
108,103.8,99.25945945945955
109,103.5,102.6837837837838
110,103.5,62.943243243243245
111,65.0,63.72162162162163
112,103.5,102.56486486486487
113,109.1,107.67297297297291
114,112.1,111.25135135135129
115,115.2,114.52432432432424
116,115.8,114.7243243243244
117,104.8,95.49999999999994
118,93.8,54.50540540540537
119,62.6,59.05675675675672
120,61.2,42.700000000000024
121,97.5,95.62972972972972
122,97.5,57.886486486486476
123,59.2,57.229729729729755
124,103.2,102.0702702702702
125,105.0,104.11351351351351
126,105.0,61.710810810810855
127,95.1,93.63783783783778
128,99.1,97.82702702702697
129,99.1,70.48648648648647
130,102.1,101.13243243243237
131,102.1,98.72432432432437
132,105.2,103.49729729729722
133,106.3,103.754054054054
134,103.5,103.1972972972973
135,103.5,94.8621621621622
136,102.2,100.53783783783776
137,100.2,99.35135135135128
138,102.7,101.9594594594594
139,106.8,67.95675675675672
140,61.7,60.440540540540546
141,65.7,63.66756756756757
142,110.5,109.1891891891892
143,110.8,109.85135135135145
144,113.2,112.51891891891884
145,116.6,115.97297297297293
146,116.6,91.3594594594595
147,98.7,94.52702702702697
148,98.4,96.53243243243247
149,97.9,95.5432432432432
150,103.2,101.28648648648641
