grid,peak,average
1,83.9,80.72702702702708
2,113.6,111.28108108108103
3,115.6,114.38378378378373
4,121.2,120.57837837837829
5,124.7,124.02432432432424
6,127.2,126.52432432432424
7,130.4,129.72432432432433
8,130.4,122.04324324324323
9,121.7,120.29459459459468
10,122.7,122.27837837837828
11,123.3,123.13783783783792
12,123.9,123.74594594594596
13,124.9,124.9
14,125.7,125.62972972972963
15,125.7,111.95945945945941
16,117.0,115.63783783783785
17,119.3,118.67837837837847
18,124.0,122.8162162162162
19,124.2,124.19999999999992
20,127.1,126.17837837837837
21,126.3,126.25945945945956
22,130.1,129.1864864864865
23,131.6,130.9081081081081
24,125.4,125.08378378378367
25,125.2,122.79729729729729
26,123.0,121.10540540540539
27,121.0,118.2432432432432
28,119.2,119.03783783783776
29,119.2,119.19999999999992
30,126.2,124.41081081081073
31,119.4,111.82972972972965
32,114.1,113.58108108108104
33,114.4,114.345945945946
34,112.8,111.76216216216223
35,116.4,115.50810810810816
36,120.7,119.49999999999993
37,121.0,120.5945945945946
38,121.1,119.08918918918921
39,118.4,115.01351351351359
40,120.3,119.13783783783792
41,120.3,119.33243243243244
42,121.9,120.92702702702705
43,123.2,122.90810810810802
44,123.2,113.63783783783792
45,120.9,118.96486486486488
46,123.0,122.44324324324323
47,129.0,127.4972972972973
48,131.8,131.15135135135145
49,132.2,132.17297297297287
50,132.5,132.5
