grid_number,runtime
1,2.013876
2,1.2307869999999999
3,1.2675170000000007
4,1.2451939999999997
5,1.2230090000000002
6,1.247027000000001
7,1.246995
8,1.2673970000000008
9,1.2548980000000007
10,1.2425709999999999
11,1.2614410000000014
12,1.2381390000000003
13,1.2347539999999988
14,1.246260999999997
15,1.235284
16,1.2345530000000018
17,1.2333299999999987
18,1.2638609999999986
19,1.2469140000000003
20,1.246772
21,1.2517440000000022
22,1.2458549999999988
23,1.2733209999999993
24,1.2266910000000024
25,1.2367090000000047
26,1.2699480000000065
27,1.2385710000000003
28,1.2315520000000006
29,1.2315380000000005
30,1.2314620000000005
31,1.2596589999999992
32,1.2617390000000057
33,1.2459229999999977
34,1.2621099999999998
35,1.2770179999999982
36,1.286248999999998
37,1.2467729999999975
38,1.254168
39,1.2428179999999998
40,1.2454469999999986
41,1.2593050000000048
42,1.2410559999999933
43,1.2884689999999992
44,1.252711000000005
45,1.274390000000004
46,1.2529970000000006
47,1.2477319999999992
48,1.2664809999999989
49,1.2630340000000047
50,1.262982000000008
