grid_number,runtime
1,1.5709660000000003
2,0.9199990000000002
3,0.8932459999999995
4,0.8806700000000003
5,0.8897469999999998
6,0.9042370000000002
7,0.889346999999999
8,0.8912790000000008
9,0.9057139999999997
10,0.9056879999999996
11,0.906804000000001
12,0.8976860000000002
13,0.8990520000000011
14,0.8792860000000005
15,0.8698179999999986
16,0.8972289999999994
17,0.9081350000000015
18,0.9225549999999991
19,0.8892980000000001
20,0.885394999999999
21,0.8711449999999985
22,0.9067550000000004
23,0.9042290000000008
24,0.8880230000000005
25,0.906765
26,0.9115189999999984
27,0.8870889999999996
28,0.8898580000000003
29,0.9149419999999999
30,0.8797870000000003
31,0.8941079999999992
32,0.908532000000001
33,0.9031440000000046
34,0.8955190000000002
35,0.8910739999999961
36,0.8908559999999994
37,0.8847999999999985
38,0.8969650000000016
39,0.8817330000000041
40,0.8889679999999984
41,0.8977329999999952
42,0.9010859999999994
43,0.914824000000003
44,0.9047419999999988
45,0.8862019999999973
46,0.910145
47,0.9061949999999968
48,0.8921009999999967
49,0.9095640000000031
50,0.8795999999999964
