grid_number,runtime
1,0.9544900000000001
2,0.18268900000000032
3,0.1721459999999997
4,0.17545600000000006
5,0.18440199999999995
6,0.17228300000000019
7,0.17176599999999986
8,0.18175100000000022
9,0.183319
10,0.1794349999999998
11,0.17438099999999945
12,0.16971399999999992
13,0.1714600000000006
14,0.17049599999999998
15,0.16962499999999991
16,0.177079
17,0.19217900000000032
18,0.19821899999999992
19,0.16853500000000032
20,0.18118100000000048
21,0.17036099999999976
22,0.17109599999999947
23,0.17251100000000008
24,0.17139900000000097
25,0.17365699999999862
26,0.18333699999999986
27,0.20394000000000112
28,0.1695770000000003
29,0.19562600000000074
30,0.18235000000000134
31,0.1835590000000007
32,0.17160499999999956
33,0.1723669999999995
34,0.17176599999999986
35,0.17065400000000075
36,0.1692170000000015
37,0.17156699999999958
38,0.17336300000000016
39,0.17198000000000135
40,0.17837300000000056
41,0.18196400000000068
42,0.1717089999999999
43,0.16975199999999901
44,0.17134500000000052
45,0.1703329999999994
46,0.18120099999999972
47,0.17050399999999932
48,0.17186000000000057
49,0.1802740000000007
50,0.16943600000000103
