grid_number,runtime
1,0.7468490000000001
2,0.34037000000000006
3,0.37772099999999975
4,0.3463560000000001
5,0.3511009999999999
6,0.3500139999999998
7,0.365221
8,0.36690699999999943
9,0.3402119999999993
10,0.3449339999999994
11,0.34987800000000036
12,0.3449149999999994
13,0.339226
14,0.3508149999999999
15,0.3444440000000011
16,0.35930399999999985
17,0.36901899999999976
18,0.3408289999999994
19,0.3373849999999994
20,0.3667449999999999
21,0.35121100000000105
22,0.34917700000000096
23,0.35848000000000013
24,0.35932599999999937
25,0.3515529999999991
26,0.341349000000001
27,0.3498669999999997
28,0.34229599999999927
29,0.344536999999999
30,0.33933399999999914
31,0.340859
32,0.3415379999999999
33,0.34820700000000215
34,0.3399119999999982
35,0.34737400000000207
36,0.36668000000000234
37,0.36526699999999934
38,0.34971399999999875
39,0.3466389999999997
40,0.3531210000000016
41,0.3434020000000011
42,0.355910999999999
43,0.34329699999999974
44,0.34166700000000105
45,0.35275299999999987
46,0.34210600000000113
47,0.34224100000000135
48,0.3520959999999995
49,0.35664099999999976
50,0.358822
