grid_number,runtime
1,0.925047
2,0.5410529999999998
3,0.5500829999999999
4,0.5646140000000006
5,0.531809
6,0.5575260000000002
7,0.5319590000000005
8,0.5604719999999999
9,0.5596509999999997
10,0.5513399999999997
11,0.5354810000000008
12,0.5520580000000006
13,0.5434459999999994
14,0.5502120000000001
15,0.5548389999999994
16,0.551616000000001
17,0.5512440000000005
18,0.5598469999999995
19,0.5360890000000005
20,0.5703829999999996
21,0.5556180000000008
22,0.5483950000000011
23,0.5572569999999999
24,0.5605720000000005
25,0.5489289999999976
26,0.548370000000002
27,0.5497279999999982
28,0.5345849999999999
29,0.549752999999999
30,0.5337850000000017
31,0.5348179999999978
32,0.5638940000000012
33,0.5551959999999987
34,0.5503750000000025
35,0.5554109999999994
36,0.5508209999999991
37,0.554907
38,0.5340419999999995
39,0.5600210000000025
40,0.5534420000000004
41,0.561945999999999
42,0.5447540000000011
43,0.5597279999999998
44,0.5764150000000008
45,0.5548440000000028
46,0.5642130000000023
47,0.5391019999999962
48,0.5538749999999979
49,0.5389859999999942
50,0.5493840000000034
