grid_number,runtime
1,1.0030359999999998
2,0.2017199999999999
3,0.3647529999999999
4,0.28692800000000007
5,0.33724500000000024
6,0.28195400000000026
7,0.35711099999999973
8,0.1998610000000003
9,0.37336300000000033
10,0.37578699999999987
11,0.16538899999999934
12,0.3078719999999997
13,0.19252000000000002
14,0.3337969999999997
15,0.18445100000000014
16,0.2776260000000006
17,0.18207099999999876
18,0.3184370000000012
19,0.3644989999999986
20,0.4056740000000012
21,0.2039970000000011
22,0.28384899999999824
23,0.3032200000000014
24,0.3629940000000005
25,0.3354530000000011
26,0.2511759999999992
27,0.2571499999999993
28,0.2381220000000006
29,0.29792100000000055
30,0.40898599999999874
31,0.40497099999999975
32,0.417625000000001
33,0.213851
34,0.2786539999999995
35,0.1808929999999993
36,0.3626889999999996
37,0.2729229999999987
38,0.19879000000000246
39,0.2848210000000009
40,0.25684799999999797
41,0.39374400000000165
42,0.253027000000003
43,0.17998599999999954
44,0.3673000000000002
45,0.40331700000000126
46,0.4026120000000013
47,0.40012399999999815
48,0.392354000000001
49,0.3237240000000021
50,0.3049469999999985
