grid_number,runtime
1,3.588798
2,5.963253999999999
3,7.632272999999998
4,6.106475
5,5.304586999999998
6,10.187817000000003
7,6.809573999999998
8,8.948267000000001
9,7.255786999999998
10,5.227201999999991
11,7.620638
12,9.721186000000003
13,5.916040999999993
14,3.467897000000008
15,8.733682000000016
16,4.5502170000000035
17,9.40245999999999
18,9.883778999999976
19,6.849680000000006
20,12.275847999999996
21,10.699643999999978
22,8.15038199999998
23,9.748267000000027
24,10.505837999999983
25,11.734609999999975
26,11.876855999999975
27,5.26737700000001
28,6.8346990000000005
29,4.212951999999973
30,8.889599999999973
31,9.452633999999989
32,5.561728000000016
33,8.023907000000008
34,7.982215000000053
35,10.973134000000016
36,5.56017700000001
37,5.527957000000015
38,8.86743899999999
39,10.611932000000024
40,9.885380999999995
41,12.042353999999989
42,7.6885220000000345
43,11.855599999999981
44,10.46211999999997
45,9.90741700000001
46,11.577028999999925
47,5.5672120000000405
48,4.303266000000008
49,4.868029999999976
50,5.043652999999949
