grid,peak,average
1,78.1,69.66774193548383
2,98.0,85.90322580645162
3,95.0,85.78709677419356
4,99.1,82.7709677419355
5,101.1,91.17096774193544
6,101.5,86.38709677419355
7,98.5,78.8967741935484
8,87.7,41.09999999999999
9,87.1,48.219354838709684
10,90.7,77.92258064516129
11,88.7,77.38709677419354
12,92.9,77.67419354838712
13,96.8,83.8838709677419
14,90.2,72.26451612903223
15,88.9,53.68064516129033
16,89.6,76.8451612903226
17,91.0,80.2451612903226
18,88.2,77.66129032258065
19,84.2,73.98064516129034
20,85.6,73.11935483870968
21,91.9,81.48387096774194
22,90.9,77.2451612903226
23,92.1,78.5354838709677
24,87.1,74.94838709677421
25,86.9,50.7322580645161
26,87.8,71.39354838709673
27,91.9,80.28064516129035
28,90.9,81.00645161290325
29,97.2,82.80967741935483
30,93.0,82.89354838709676
31,96.7,77.5258064516129
32,92.3,79.59677419354841
33,89.1,77.11612903225804
34,86.9,69.96774193548387
35,92.5,78.99032258064517
36,90.6,77.73548387096771
37,90.0,81.35806451612903
38,95.9,87.36774193548389
39,96.7,80.26129032258068
40,92.8,83.70645161290322
41,92.1,81.23225806451612
42,90.4,81.80967741935487
43,90.1,79.09032258064515
44,91.0,83.75483870967744
45,88.2,79.63225806451614
46,98.5,95.62580645161287
47,99.5,92.46774193548387
48,102.3,91.23225806451617
49,91.1,76.18709677419353
50,93.8,86.79677419354842
