grid_number,runtime
1,1.1712909999999999
2,0.41265799999999997
3,0.43875200000000003
4,0.427273
5,0.43890899999999977
6,0.4539470000000003
7,0.4398539999999995
8,0.4213269999999998
9,0.3418070000000002
10,0.4184020000000004
11,0.40443799999999985
12,0.42289699999999986
13,0.40283400000000036
14,0.3997640000000011
15,0.4003730000000001
16,0.4165559999999999
17,0.4412409999999998
18,0.41671000000000014
19,0.42625400000000013
20,0.4158760000000008
21,0.4337340000000012
22,0.43902399999999986
23,0.4174900000000008
24,0.38399099999999997
25,0.4375909999999994
26,0.4461119999999994
27,0.44071300000000235
28,0.40543699999999916
29,0.39503999999999806
30,0.38419099999999773
31,0.4091110000000029
32,0.4107449999999986
33,0.40888999999999953
34,0.43770100000000056
35,0.42849700000000013
36,0.43667199999999795
37,0.36126400000000203
38,0.3806319999999985
39,0.41135599999999783
40,0.4321470000000005
41,0.39826400000000106
42,0.4066149999999986
43,0.342685000000003
44,0.438874000000002
45,0.4451640000000019
46,0.43888700000000114
47,0.39863400000000127
48,0.43478899999999854
49,0.4394500000000008
50,0.397435999999999
