grid_number,runtime
1,1.044536
2,0.3355809999999999
3,0.39765700000000015
4,0.42950299999999997
5,0.32064300000000046
6,0.4316570000000004
7,0.27146699999999946
8,0.36494099999999996
9,0.3767149999999999
10,0.41320600000000063
11,0.39976199999999995
12,0.4514300000000002
13,0.34054100000000087
14,0.42044300000000057
15,0.3543939999999992
16,0.37832299999999996
17,0.3372869999999999
18,0.37205400000000033
19,0.3466389999999997
20,0.41987300000000083
21,0.4033200000000008
22,0.29936200000000035
23,0.3798349999999999
24,0.42947100000000127
25,0.4060749999999995
26,0.36717900000000014
27,0.3978269999999995
28,0.3179500000000015
29,0.400544
30,0.29291100000000014
31,0.3105720000000005
32,0.33976399999999884
33,0.419983000000002
34,0.3956699999999991
35,0.37549100000000024
36,0.40438899999999833
37,0.33820599999999956
38,0.27193300000000065
39,0.4160420000000009
40,0.4351050000000001
41,0.3212079999999986
42,0.3066439999999986
43,0.35852799999999974
44,0.25824799999999826
45,0.36568300000000065
46,0.4283760000000001
47,0.2564920000000015
48,0.3880109999999988
49,0.4236779999999989
50,0.38567899999999966
