grid_number,runtime
1,1.1183319999999999
2,0.41829800000000006
3,0.38680000000000003
4,0.3813819999999999
5,0.41781199999999963
6,0.43058900000000033
7,0.40593700000000066
8,0.4147449999999999
9,0.43804200000000026
10,0.42944600000000044
11,0.425014
12,0.42459199999999875
13,0.39695199999999886
14,0.3881270000000008
15,0.29462799999999945
16,0.38483999999999874
17,0.3961059999999996
18,0.429806000000001
19,0.43298399999999937
20,0.36903299999999994
21,0.2794439999999998
22,0.425694
23,0.41420100000000026
24,0.3688860000000016
25,0.4395030000000002
26,0.38804700000000025
27,0.3977850000000007
28,0.3103169999999995
29,0.40979900000000136
30,0.3223629999999993
31,0.41499999999999915
32,0.39939700000000045
33,0.4184039999999989
34,0.4025280000000002
35,0.3386259999999979
36,0.37464100000000045
37,0.35836300000000065
38,0.31540700000000044
39,0.3845710000000011
40,0.40751399999999904
41,0.4128159999999994
42,0.3890010000000004
43,0.42747400000000013
44,0.4375680000000024
45,0.4066890000000001
46,0.41045000000000087
47,0.44052600000000197
48,0.40892200000000045
49,0.3961100000000002
50,0.41677999999999926
