grid_number,runtime
1,1.0927999999999998
2,0.27237900000000037
3,0.43607700000000005
4,0.3750479999999996
5,0.41166300000000033
6,0.41937600000000064
7,0.415743
8,0.3033740000000007
9,0.3075450000000002
10,0.23601699999999948
11,0.33701500000000006
12,0.30274299999999954
13,0.302702
14,0.2874970000000001
15,0.3473430000000004
16,0.4048639999999999
17,0.3887269999999994
18,0.2815170000000009
19,0.27602300000000035
20,0.3757010000000012
21,0.30046099999999853
22,0.3621219999999994
23,0.4308740000000011
24,0.39122599999999963
25,0.4231090000000002
26,0.3452339999999996
27,0.3156219999999994
28,0.32227400000000017
29,0.3470260000000014
30,0.3883170000000007
31,0.22180299999999953
32,0.20594699999999833
33,0.3995219999999975
34,0.25484100000000254
35,0.4053949999999986
36,0.42584599999999995
37,0.3933680000000024
38,0.3127840000000006
39,0.3304399999999994
40,0.40175999999999945
41,0.287036999999998
42,0.40751200000000054
43,0.33116199999999907
44,0.2290700000000001
45,0.37698199999999815
46,0.33917399999999986
47,0.2740399999999994
48,0.3733649999999997
49,0.40766100000000094
50,0.4073999999999991
