grid_number,runtime
1,1.0399239999999998
2,0.37398500000000023
3,0.4143150000000002
4,0.390517
5,0.3580409999999996
6,0.404382
7,0.4288869999999996
8,0.4343349999999999
9,0.4268149999999995
10,0.36396099999999976
11,0.4309580000000004
12,0.3717800000000002
13,0.27934400000000004
14,0.3416359999999994
15,0.4033609999999985
16,0.3850409999999993
17,0.3701520000000009
18,0.4120840000000001
19,0.40843099999999843
20,0.33496200000000087
21,0.39042700000000075
22,0.4270320000000005
23,0.4144570000000005
24,0.39372599999999913
25,0.3655500000000007
26,0.3923559999999995
27,0.3973569999999995
28,0.4262479999999993
29,0.3616679999999981
30,0.36873800000000045
31,0.42148599999999803
32,0.42430800000000346
33,0.3352109999999975
34,0.3971669999999996
35,0.4307529999999993
36,0.433561000000001
37,0.3464190000000009
38,0.41973899999999986
39,0.41444100000000006
40,0.35919900000000027
41,0.42113000000000156
42,0.35081200000000123
43,0.43034399999999806
44,0.39744599999999863
45,0.41878300000000124
46,0.4077990000000007
47,0.4082480000000004
48,0.4304989999999975
49,0.37774900000000144
50,0.3983270000000019
