grid_number,runtime
1,0.7385409999999997
2,0.7339880000000001
3,0.7539739999999995
4,0.7401200000000001
5,0.7401869999999997
6,0.7003280000000007
7,0.7376459999999998
8,0.7362720000000014
9,0.735379
10,0.711506
11,0.7139480000000002
12,0.7355999999999998
13,0.7380959999999988
14,0.7450109999999981
15,0.7034909999999996
16,0.7367300000000014
17,0.7389219999999987
18,0.7552009999999996
19,0.7362040000000007
20,0.782036999999999
21,0.7420630000000017
22,0.9454239999999992
23,0.7347469999999987
24,0.739141
25,0.7483619999999966
26,0.741690000000002
27,0.7912270000000063
28,0.7412879999999973
29,0.7649660000000011
30,0.7333670000000012
31,0.7345259999999953
32,0.7403010000000023
33,0.7812780000000004
34,0.7349930000000029
35,0.7058789999999959
36,0.7460610000000045
37,0.9542369999999991
38,0.7482600000000019
39,0.7276990000000012
40,0.7027220000000014
41,0.7322940000000031
42,0.709181000000001
43,0.741106000000002
44,0.7038800000000052
45,0.761096000000002
46,0.7054130000000001
47,0.7404669999999953
48,0.747835000000002
49,0.743629999999996
50,0.7353380000000058
