grid_number,runtime
1,0.513984
2,0.33238199999999996
3,0.09350000000000014
4,0.04275799999999963
5,0.043879
6,0.04485000000000028
7,0.044269000000000336
8,0.04314499999999999
9,0.04482700000000017
10,0.043571000000000026
11,0.043533000000000044
12,0.04655900000000024
13,0.042900999999999634
14,0.04257899999999992
15,0.042231999999999825
16,0.04567599999999983
17,0.043625000000000025
18,0.046656999999999726
19,0.043639000000000205
20,0.04374800000000034
21,0.04287799999999997
22,0.04584700000000019
23,0.042741999999999614
24,0.042215000000000114
25,0.04288000000000025
26,0.04355500000000001
27,0.04251700000000014
28,0.04289200000000015
29,0.042775999999999925
30,0.0490219999999999
31,0.044769999999999754
32,0.04404899999999978
33,0.04367800000000077
34,0.04981100000000005
35,0.04345300000000041
36,0.044654000000000416
37,0.04315300000000022
38,0.043566000000000216
39,0.044011000000000244
40,0.043085000000000484
41,0.04310599999999987
42,0.04492700000000038
43,0.04410299999999978
44,0.04376999999999942
45,0.04718399999999967
46,0.044928999999999775
47,0.04826899999999945
48,0.046612999999999793
49,0.04343200000000014
50,0.043084000000000344
